theme,group_path,display_name,layer_name,id,type,service_url,public,image_type,min_resolution_hint,max_resolution_hint,queryable,ogc_server,metadata_url,publication_date,last_update_date,revision,metadata_json,dimensions_json,child_layers_json
"Popolazione, società e cultura","Popolazione, società e cultura > Popolazione, società e cultura > Repertorio toponomastico ticinese",Nome dei comuni - ex-comuni (RTT),ac_077_1_v1_0_repertorio_toponomastico_ticinese_rtt_comuni_ex_comuni,2298,WMS,,True,image/png,0.0,28000.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_077_1_v1_0_repertorio_toponomastico_ticinese.html,,,"a stampa. La grafia dei toponimi dialettali segue il Sistema di trascrizione. Per visualizzare correttamente i caratteri speciali (come accenti e simboli) quando si utilizzano i geoservizi WFS e WMS o dati Interlis, è necessario aver installato sul proprio computer il font CDE2020, scaricabile direttamente dal sito del CDE . Informazioni ID geodato AC-077.1 Geocategoria eCH-0166 M Popolazione, società e cultura Selezione della scala dei valori - Servizio competente Centro di dialettologia e di etnografia (CDE) Metadati - Portale servizio competente Link verso pagina dell'ufficio Descrizione dettagliata - Distribuzione dei dati Link verso il servizio WFS Servizio WMS Link verso il servizio WMS Stato d'attualità","{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_077_1_v1_0/ac_077_1_v1_0_repertorio_toponomastico_ticinese_rtt_comuni_ex_comuni.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_077_1_v1_0/ac_077_1_v1_0_repertorio_toponomastico_ticinese_rtt_comuni_ex_comuni.png""}",,"[{""name"":""vgeo_rtt_comuni_ex_comuni"",""minResolutionHint"":0.0,""maxResolutionHint"":14.0,""queryable"":true},{""name"":""vgeo_rtt_comuni_ex_comuni_poligoni"",""minResolutionHint"":14.0,""maxResolutionHint"":28000.0,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Cancro del platano",Cancro del platano,ac_005_1_v1_0_cancro_platano_,104,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_005_1_v1_0_cancro_platano.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_005_1_v1_0/ac_005_1_v1_0_cancro_platano_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_005_1_v1_0/ac_005_1_v1_0_cancro_platano_.png""}",,"[{""name"":""vgeo_punto_infezione"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""vgeo_zona_focolaio"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""vgeo_zona_tampone"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Catasto dei siti inquinati",Catasto dei siti inquinati,ch_116_1_v1_5_catasto_siti_inquinati_,117,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch_116_1_v1_5_catasto_siti_inquinati.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_116_1_v1_5/ch_116_1_v1_5_catasto_siti_inquinati_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_116_1_v1_5/ch_116_1_v1_5_catasto_siti_inquinati_.png"",""opacity"":0.8}",,"[{""name"":""vgeo_siti_inquinati_punti"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""vgeo_siti_inquinati_poligoni"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Catasto dei siti inquinati nel settore degli aeroporti civili",Catasto dei siti inquinati nel settore degli aeroporti civili,ch.bazl.kataster-belasteter-standorte-zivilflugplaetze_v2_0.oereb,1204,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch-ch-118_1_ch.bazl.kataster-belasteter-standorte-zivilflugplaetze.html,,,,"{""disclaimer"":""[CH-118.1] Catasto dei siti inquinati nel settore degli aeroporti civili (Ufficio federale dell'aviazione civile UFAC)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://api3.geo.admin.ch/static/images/legends/ch.bazl.kataster-belasteter-standorte-zivilflugplaetze_it.png""},""legend"":true,""legendImage"":""https://api3.geo.admin.ch/static/images/legends/ch.bazl.kataster-belasteter-standorte-zivilflugplaetze_it.png""}",,"[{""name"":""ch.bazl.kataster-belasteter-standorte-zivilflugplaetze_v2_0.oereb"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Catasto dei siti inquinati nel settore dei trasporti pubblici",Catasto dei siti inquinati nel settore dei trasporti pubblici,ch.bav.kataster-belasteter-standorte-oev_v2_0.oereb,1196,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch-ch-119_1_ch.bav.kataster-belasteter-standorte-oev.html,,,,"{""disclaimer"":""[CH-119.1] Catasto dei siti inquinati nel settore dei trasporti pubblici (Ufficio federale dei trasporti UFT)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://api3.geo.admin.ch/static/images/legends/ch.bav.kataster-belasteter-standorte-oev_it.png""},""legend"":true,""legendImage"":""https://api3.geo.admin.ch/static/images/legends/ch.bav.kataster-belasteter-standorte-oev_it.png""}",,"[{""name"":""ch.bav.kataster-belasteter-standorte-oev_v2_0.oereb"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Catasto dei siti inquinati nel settore militare",Catasto dei siti inquinati nel settore militare,ch.vbs.kataster-belasteter-standorte-militaer_v2_0.oereb,1423,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch-ch-117_1_ch.vbs.kataster-belasteter-standorte-militaer.html,,,,"{""disclaimer"":""[CH-117.1] Catasto dei siti inquinati nel settore militare (Dipartimento della difesa della protezione della popolazione e dello sport DDPS)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://api3.geo.admin.ch/static/images/legends/ch.vbs.kataster-belasteter-standorte-militaer_it.png""},""legend"":true,""legendImage"":""https://api3.geo.admin.ch/static/images/legends/ch.vbs.kataster-belasteter-standorte-militaer_it.png""}",,"[{""name"":""ch.vbs.kataster-belasteter-standorte-militaer_v2_0.oereb"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Prevenzione incidenti rilevanti",Area coordinamento OPIR,ac_013_1_v1_0_prevenzione_incidenti_rilevanti_area_coordinamento,2204,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_013_1_v1_0_prevenzione_incidenti_rilevanti.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_area_coordinamento.png""},""isLegendExpanded"":true,""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_area_coordinamento.png""}",,"[{""name"":""vgeo_opir_area_coordinamento"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Prevenzione incidenti rilevanti",Aziende OPIR,ac_013_1_v1_0_prevenzione_incidenti_rilevanti_azienda,2205,WMS,,True,image/png,0.0,28000.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_013_1_v1_0_prevenzione_incidenti_rilevanti.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_azienda.png""},""isLegendExpanded"":true,""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_azienda.png""}",,"[{""name"":""vgeo_opir_azienda_punto"",""minResolutionHint"":15.4,""maxResolutionHint"":28000.0,""queryable"":true},{""name"":""vgeo_opir_azienda"",""minResolutionHint"":0.0,""maxResolutionHint"":15.4,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Prevenzione incidenti rilevanti",Ferrovia OPIR,ac_013_1_v1_0_prevenzione_incidenti_rilevanti_ferrovia,2206,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_013_1_v1_0_prevenzione_incidenti_rilevanti.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_ferrovia.png""},""isLegendExpanded"":true,""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_ferrovia.png""}",,"[{""name"":""vgeo_opir_ferrovia"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Prevenzione incidenti rilevanti",Gasdotto OPIR,ac_013_1_v1_0_prevenzione_incidenti_rilevanti_gasdotto,2207,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_013_1_v1_0_prevenzione_incidenti_rilevanti.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_gasdotto.png""},""isLegendExpanded"":true,""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_gasdotto.png""}",,"[{""name"":""vgeo_opir_gasdotto"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Prevenzione incidenti rilevanti",Strada cantonale OPIR,ac_013_1_v1_0_prevenzione_incidenti_rilevanti_strada_cantonale,2208,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_013_1_v1_0_prevenzione_incidenti_rilevanti.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_strada_cantonale.png""},""isLegendExpanded"":true,""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_strada_cantonale.png""}",,"[{""name"":""vgeo_opir_strada_cantonale"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Prevenzione incidenti rilevanti",Strada nazionale OPIR,ac_013_1_v1_0_prevenzione_incidenti_rilevanti_strada_nazionale,2209,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_013_1_v1_0_prevenzione_incidenti_rilevanti.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_strada_nazionale.png""},""isLegendExpanded"":true,""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_013_1_v1_0/ac_013_1_v1_0_prevenzione_incidenti_rilevanti_strada_nazionale.png""}",,"[{""name"":""vgeo_opir_strada_nazionale"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
"Protezione dell'ambiente, rumore","Protezione dell'ambiente, rumore > Protezione dell'ambiente, rumore > Zone di protezione ittica",Zone di protezione ittica,ac_064_1_v1_0_zone_protezione_ittica_,1616,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_064_1_v1_0_zone_protezione_ittica.html,,,,"{""disclaimer"":""Il geodato ha carattere puramente indicativo: fanno stato le descrizioni ufficiali contenute nelle rispettive basi legali."",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_064_1_v1_0/ac_064_1_v1_0_zone_protezione_ittica_.png""},""isLegendExpanded"":true,""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_064_1_v1_0/ac_064_1_v1_0_zone_protezione_ittica_.png""}",,"[{""name"":""vgeo_zone_protezione_ittica_linee"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""vgeo_zone_protezione_ittica_poligoni"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Aree di protezione delle acque sotterranee,Aree di protezione delle acque sotterranee,ch_132_1_v1_2_aree_protezione_acque_sotterranee_,123,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch_132_1_v1_2_aree_protezione_acque_sotterranee.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_132_1_v1_2/ch_132_1_v1_2_aree_protezione_acque_sotterranee_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_132_1_v1_2/ch_132_1_v1_2_aree_protezione_acque_sotterranee_.png""}",,"[{""name"":""vgeo_aree_protezione"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Bandite cantonali di caccia,Bandite cantonali di caccia,ac_052_1_v1_0_bandite_cantonali_caccia_,1297,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_052_1_v1_0_bandite_cantonali_caccia_.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_052_1_v1_0/ac_052_1_v1_0_bandite_cantonali_caccia_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_052_1_v1_0/ac_052_1_v1_0_bandite_cantonali_caccia_.png""}",,"[{""name"":""vgeo_bandite_cantonali_caccia"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Decreti di protezione,Decreti di protezione,ti_002_1_v1_0_decreti_protezione_,153,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ti_002_1_v1_0_decreti_protezione.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_002_1_v1_0/ti_002_1_v1_0_decreti_protezione_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ti_002_1_v1_0/ti_002_1_v1_0_decreti_protezione_.png""}",,"[{""name"":""vgeo_decreto_protezione"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Inventario federale delle bandite di caccia federali,Inventario federale delle bandite di caccia federali,ch.bafu.bundesinventare-jagdbanngebiete,1299,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch-ch-170_1_ch.bafu.bundesinventare-jagdbanngebiete.html,,,"dell'ordinanza sulle bandite federali del 1962. Queste disposizioni hanno oggi lo scopo di regolare gli effettivi di cervi, caprioli, camosci e stambecchi e di proteggere e promuovere le specie rare e i loro habitat. L'inventario comprende 42 oggetti che dal 1992 sono stati leggermente modificati. Link verso la legenda Informazioni ID geodato CH-170.1 Geocategoria eCH-0166 L2 Protezione della natura e del paesaggio Selezione della scala dei valori Max 1:5'000 Servizio competente Ufficio federale dell'ambiente (UFAM) Metadati Link verso geocat.ch Portale servizio competente Link verso pagina dell'ufficio Descrizione dettagliata Link verso il portale tematico Distribuzione dei dati Link verso la fonti dei dati Servizio WMS Link verso il servizio WMS Stato d'attualità 02.12.2013","{""disclaimer"":""[CH-170.1] Inventario federale delle bandite di caccia federali (Ufficio federale dell'ambiente UFAM)"",""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://api.geo.admin.ch/static/images/legends/ch.bafu.bundesinventare-jagdbanngebiete_it.png""},""legend"":true,""legendImage"":""https://api.geo.admin.ch/static/images/legends/ch.bafu.bundesinventare-jagdbanngebiete_it.png""}",,"[{""name"":""ch.bafu.bundesinventare-jagdbanngebiete"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Monitoraggio ghiacciai,Fronte ghiacciaio,ac_066_1_v1_1_fronte_ghiacciaio,1717,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_066_1_v1_1_monitoraggio_ghiacciai.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_066_1_v1_1/ac_066_1_v1_1_fronte_ghiacciaio.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_066_1_v1_1/ac_066_1_v1_1_fronte_ghiacciaio.png""}",,"[{""name"":""vgeo_fronte_ghiacciaio"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Monitoraggio ghiacciai,Gruppo ghiacciaio,ac_066_1_v1_1_gruppo_ghiacciaio,1718,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_066_1_v1_1_monitoraggio_ghiacciai.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_066_1_v1_1/ac_066_1_v1_1_gruppo_ghiacciaio.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_066_1_v1_1/ac_066_1_v1_1_gruppo_ghiacciaio.png""}",,"[{""name"":""vgeo_gruppo_ghiacciaio"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Natura e paesaggio,Area protetta,ac_030_1_v1_0_natura_paesaggio_area_protetta,190,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_030_1_v1_0_natura_paesaggio.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_030_1_v1_0/ac_030_1_v1_0_natura_paesaggio_area_protetta.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_030_1_v1_0/ac_030_1_v1_0_natura_paesaggio_area_protetta.png""}",,"[{""name"":""vgeo_area_protetta"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Natura e paesaggio,Corridoio ecologico,ac_030_1_v1_0_natura_paesaggio_corridoio_eco,595,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_030_1_v1_0_natura_paesaggio.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_030_1_v1_0/ac_030_1_v1_0_natura_paesaggio_corridoio_eco.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_030_1_v1_0/ac_030_1_v1_0_natura_paesaggio_corridoio_eco.png""}",,"[{""name"":""vgeo_corridoio_ecologico"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Natura e paesaggio,Habitat specie,ac_030_1_v1_0_natura_paesaggio_habitat,193,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_030_1_v1_0_natura_paesaggio.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_030_1_v1_0/ac_030_1_v1_0_natura_paesaggio_habitat.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_030_1_v1_0/ac_030_1_v1_0_natura_paesaggio_habitat.png""}",,"[{""name"":""vgeo_habitat"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Natura e paesaggio,Informazione specie,ac_030_1_v1_0_natura_paesaggio_specie,192,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_030_1_v1_0_natura_paesaggio.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_030_1_v1_0/ac_030_1_v1_0_natura_paesaggio_specie.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_030_1_v1_0/ac_030_1_v1_0_natura_paesaggio_specie.png""}",,"[{""name"":""vgeo_specie_punto"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""vgeo_specie_linea"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Natura e paesaggio,Oggetto inventario,ac_030_1_v1_0_natura_paesaggio_inventario,191,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_030_1_v1_0_natura_paesaggio.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_030_1_v1_0/ac_030_1_v1_0_natura_paesaggio_inventario.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_030_1_v1_0/ac_030_1_v1_0_natura_paesaggio_inventario.png""}",,"[{""name"":""vgeo_inventario_punto"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true},{""name"":""vgeo_inventario_poligono"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Posti di controllo per la selvaggina,Posti di controllo per la selvaggina,ac_055_1_v1_0_posti_controllo_selvaggina,1365,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ac_055_1_v1_0_posti_controllo_selvaggina.html,,,,"{""exclusiveGroup"":true,""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_055_1_v1_0/ac_055_1_v1_0_posti_controllo_selvaggina_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ac_055_1_v1_0/ac_055_1_v1_0_posti_controllo_selvaggina_.png""}",,"[{""name"":""vgeo_posti_controllo_selvaggina"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
Protezione della natura e del paesaggio,Protezione della natura e del paesaggio > Protezione della natura e del paesaggio > Riserve forestali,Riserve forestali,ch_160_1_v2_0_riserve_forestali_,1558,WMS,,True,image/png,0.0,999999999.0,,,https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/metadata/ch_160_1_v2_0_riserve_forestali.html,,,,"{""hiDPILegendImages"":{""100"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_160_1_v2_0/ch_160_1_v2_0_riserve_forestali_.png""},""legend"":true,""legendImage"":""https://www4.ti.ch/fileadmin/GENERALE/IGDAC/ccgeo/legends/ch_160_1_v2_0/ch_160_1_v2_0_riserve_forestali_.png""}",,"[{""name"":""vgeo_riserve_forestali"",""minResolutionHint"":0.0,""maxResolutionHint"":999999999.0,""queryable"":true}]"
